combo_id	pattern_id	title	family	platform	nav	shell	density	interaction	brief_lock
A0973	museum-desktop	Museum Desktop	industry-app	desktop-web	NAV-SIDE-RAIL	SH-DESK-DATAGRID	D-DEFAULT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=museum-desktop; NAV=NAV-SIDE-RAIL; SHELL=SH-DESK-DATAGRID; DENSITY=D-DEFAULT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=session-timeout,abort-controller,popover-api,hotkeys; FEEL=collections CMS
A0974	design-tool-desktop	Design Tool	industry-app	desktop-web	NAV-DRAWER	SH-DESK-RAIL-MAIN	D-DEFAULT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=design-tool-desktop; NAV=NAV-DRAWER; SHELL=SH-DESK-RAIL-MAIN; DENSITY=D-DEFAULT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=session-timeout,command-palette-js,abort-controller,container-queries; FEEL=canvas tools
A0975	d-progressive-more	More/Fewer options	desktop-density-keyboard	desktop-web	NAV-TOOLBAR	SH-DESK-DATAGRID	D-DEFAULT	IX-FILTER-CHIPS	PLATFORM=desktop-web; PATTERN=d-progressive-more; NAV=NAV-TOOLBAR; SHELL=SH-DESK-DATAGRID; DENSITY=D-DEFAULT; IX=IX-FILTER-CHIPS; IMPL=grid-app-shell,prefers-color-scheme,intersection-infinite,csrf-safe; FEEL=Hide rare advanced
A0976	support-desktop	Support Desktop	industry-app	desktop-web	NAV-DRAWER	SH-TABLET-SPLIT	D-COMPACT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=support-desktop; NAV=NAV-DRAWER; SHELL=SH-TABLET-SPLIT; DENSITY=D-COMPACT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=session-timeout,aria-expanded,aria-current,error-boundary-ui; FEEL=ticket workspace
A0977	restaurant-pos-tablet	Restaurant POS Tablet	industry-app	desktop-web	NAV-SIDE-TREE	SH-DESK-RAIL-MAIN	D-DEFAULT	IX-EMPTY-CTA	PLATFORM=desktop-web; PATTERN=restaurant-pos-tablet; NAV=NAV-SIDE-TREE; SHELL=SH-DESK-RAIL-MAIN; DENSITY=D-DEFAULT; IX=IX-EMPTY-CTA; IMPL=abort-controller,focus-trap,session-timeout,skeleton-css; FEEL=tickets menu pay
A0978	m-media-fullscreen	Fullscreen media	mobile-content-patterns	mobile-phone	NAV-NONE-FOCUS	SH-PHONE-CANVAS	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=m-media-fullscreen; NAV=NAV-NONE-FOCUS; SHELL=SH-PHONE-CANVAS; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=bottom-nav-fixed,app-badge,scroll-padding,debounce-search; FEEL=Swipe dismiss, chrome fade
A0979	m-one-hand	One-handed path	mobile-touch-a11y	mobile-phone	NAV-TAB+STACK	SH-PHONE-STACK	D-TOUCH-COMFORT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=m-one-hand; NAV=NAV-TAB+STACK; SHELL=SH-PHONE-STACK; DENSITY=D-TOUCH-COMFORT; IX=IX-PRIMARY-THUMB; IMPL=dialog-element,prefers-color-scheme,scroll-padding,prefers-reduced-motion; FEEL=Critical path without stretch
A0980	d-dashboard-ops	Ops dashboard	desktop-structure	desktop-web	NAV-SIDE-RAIL	SH-DESK-DASH	D-DEFAULT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=d-dashboard-ops; NAV=NAV-SIDE-RAIL; SHELL=SH-DESK-DASH; DENSITY=D-DEFAULT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=url-state,focus-visible,matchmedia,grid-app-shell; FEEL=KPI + one focus viz
A0981	m-auth-focus	Auth focus flow	mobile-structure	mobile-phone	NAV-BOTTOM-TABS	SH-PHONE-FEED	D-COMFORTABLE	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=m-auth-focus; NAV=NAV-BOTTOM-TABS; SHELL=SH-PHONE-FEED; DENSITY=D-COMFORTABLE; IX=IX-PRIMARY-THUMB; IMPL=error-boundary-ui,tap-highlight,vibrate-careful,push-web; FEEL=No app chrome
A0982	m-create-fab	Create via FAB	mobile-structure	mobile-phone	NAV-BOTTOM-TABS	SH-PHONE-FEED	D-TOUCH-COMFORT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=m-create-fab; NAV=NAV-BOTTOM-TABS; SHELL=SH-PHONE-FEED; DENSITY=D-TOUCH-COMFORT; IX=IX-PRIMARY-THUMB; IMPL=virtual-list,network-information,viewport-meta,share-api; FEEL=One create affordance
A0983	fitness-mobile	Fitness Mobile	industry-app	mobile-phone	NAV-TAB+STACK	SH-PHONE-TABS	D-TOUCH-COMFORT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=fitness-mobile; NAV=NAV-TAB+STACK; SHELL=SH-PHONE-TABS; DENSITY=D-TOUCH-COMFORT; IX=IX-PRIMARY-THUMB; IMPL=autocomplete,app-badge,url-state,history-stack; FEEL=workout active timer
A0984	insurance-mobile	Insurance Mobile	industry-app	mobile-phone	NAV-BOTTOM-TABS	SH-PHONE-TABS	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=insurance-mobile; NAV=NAV-BOTTOM-TABS; SHELL=SH-PHONE-TABS; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=tap-highlight,vibrate-careful,app-badge,abort-controller; FEEL=policies claims
A0985	d-rail-labels	Rail with labels	desktop-structure	desktop-web	NAV-SIDE-RAIL	SH-DESK-RAIL-MAIN	D-DEFAULT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=d-rail-labels; NAV=NAV-SIDE-RAIL; SHELL=SH-DESK-RAIL-MAIN; DENSITY=D-DEFAULT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=hotkeys,content-visibility,url-state,roving-tabindex; FEEL=Discoverability > icons-only
A0986	vpn-mobile	VPN Mobile	industry-app	mobile-phone	NAV-STACK-PUSH	SH-PHONE-STACK	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=vpn-mobile; NAV=NAV-STACK-PUSH; SHELL=SH-PHONE-STACK; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=vibrate-careful,min-touch,service-worker-offline,safe-area-css; FEEL=connect status regions
A0987	m-filter-sheet	Filter sheet	mobile-structure	mobile-phone	NAV-BOTTOM-SHEET	SH-PHONE-SHEET	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=m-filter-sheet; NAV=NAV-BOTTOM-SHEET; SHELL=SH-PHONE-SHEET; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=vibrate-careful,network-information,prefers-contrast,intersection-infinite; FEEL=Filters over results
A0988	m-safe-area-chrome	Safe-area chrome	mobile-touch-a11y	mobile-phone	NAV-BOTTOM-TABS	SH-PHONE-TABS	D-TOUCH-COMFORT	IX-STICKY-FOOTER-CTA	PLATFORM=mobile-phone; PATTERN=m-safe-area-chrome; NAV=NAV-BOTTOM-TABS; SHELL=SH-PHONE-TABS; DENSITY=D-TOUCH-COMFORT; IX=IX-STICKY-FOOTER-CTA; IMPL=file-capture,intersection-infinite,install-pwa,inputmode; FEEL=Tabs/CTAs above home indicator
A0989	devtool-desktop	Developer Tool	industry-app	desktop-web	NAV-TOP-TABS	SH-DESK-DOCUMENT	D-COMPACT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=devtool-desktop; NAV=NAV-TOP-TABS; SHELL=SH-DESK-DOCUMENT; DENSITY=D-COMPACT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=live-region,pointer-events,overscroll,abort-controller; FEEL=editor panels on demand
A0990	d-density-toggle	User density toggle	desktop-density-keyboard	desktop-web	NAV-BREADCRUMB	SH-TABLET-SPLIT	D-DEFAULT	IX-WINDOW-DENSITY	PLATFORM=desktop-web; PATTERN=d-density-toggle; NAV=NAV-BREADCRUMB; SHELL=SH-TABLET-SPLIT; DENSITY=D-DEFAULT; IX=IX-WINDOW-DENSITY; IMPL=aria-current,will-change-sparing,session-timeout,clipboard-api; FEEL=Comfortable/Compact persist
A0991	social-desktop	Social Desktop	industry-app	desktop-web	NAV-WIZARD	SH-RESPONSIVE-COLLAPSE	D-DEFAULT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=social-desktop; NAV=NAV-WIZARD; SHELL=SH-RESPONSIVE-COLLAPSE; DENSITY=D-DEFAULT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=abort-controller,form-novalidate,aria-current,resize-observer; FEEL=feed optional rail
A0992	banking-mobile	Mobile Banking	industry-app	desktop-web	NAV-SIDE-RAIL	SH-DESK-DASH	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=desktop-web; PATTERN=banking-mobile; NAV=NAV-SIDE-RAIL; SHELL=SH-DESK-DASH; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=skeleton-css,csrf-safe,overscroll,prefers-reduced-motion; FEEL=balances cards transfers
A0993	iot-desktop	IoT Desktop	industry-app	desktop-web	NAV-SIDE-RAIL	SH-DESK-DASH	D-COMPACT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=iot-desktop; NAV=NAV-SIDE-RAIL; SHELL=SH-DESK-DASH; DENSITY=D-COMPACT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=live-region,skeleton-css,virtual-list,clipboard-api; FEEL=fleet grid map
A0994	gaming-desktop	PC Game Launcher	industry-app	desktop-web	NAV-SIDE-RAIL	SH-TABLET-RAIL	D-DEFAULT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=gaming-desktop; NAV=NAV-SIDE-RAIL; SHELL=SH-TABLET-RAIL; DENSITY=D-DEFAULT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=dialog-element,fine-pointer,aria-current,live-region; FEEL=library friends
A0995	d-design-canvas	Design/tool canvas	desktop-structure	desktop-web	NAV-TOOLBAR	SH-DESK-TOOL-CANVAS	D-DEFAULT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=d-design-canvas; NAV=NAV-TOOLBAR; SHELL=SH-DESK-TOOL-CANVAS; DENSITY=D-DEFAULT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=localstorage-prefs,resize-observer,command-palette-js,clipboard-api; FEEL=Tools on demand
A0996	gov-services-desktop	Gov Services Desktop	industry-app	responsive-app	NAV-SIDE-RAIL	SH-DESK-DATAGRID	D-DEFAULT	IX-KEYBOARD-SHORTCUTS	PLATFORM=responsive-app; PATTERN=gov-services-desktop; NAV=NAV-SIDE-RAIL; SHELL=SH-DESK-DATAGRID; DENSITY=D-DEFAULT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=resize-observer,history-stack,hover-media,command-palette-js; FEEL=cases queue
A0997	mdm-desktop	Device Management	industry-app	desktop-web	NAV-SIDE-RAIL	SH-DESK-DATAGRID	D-COMPACT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=mdm-desktop; NAV=NAV-SIDE-RAIL; SHELL=SH-DESK-DATAGRID; DENSITY=D-COMPACT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=focus-trap,hover-media,prefers-color-scheme,virtual-list; FEEL=fleet compliance
A0998	agriculture-mobile	Ag Mobile	industry-app	mobile-phone	NAV-STACK-PUSH	SH-PHONE-CANVAS	D-TOUCH-COMFORT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=agriculture-mobile; NAV=NAV-STACK-PUSH; SHELL=SH-PHONE-CANVAS; DENSITY=D-TOUCH-COMFORT; IX=IX-PRIMARY-THUMB; IMPL=biometric-webauthn,prefers-reduced-motion,bottom-nav-fixed,touch-action; FEEL=fields tasks weather
A0999	university-desktop	Uni Admin Desktop	industry-app	desktop-web	NAV-SIDE-RAIL	SH-DESK-DATAGRID	D-COMPACT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=university-desktop; NAV=NAV-SIDE-RAIL; SHELL=SH-DESK-DATAGRID; DENSITY=D-COMPACT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=autocomplete,content-visibility,matchmedia,live-region; FEEL=enrolment records
A1000	banking-mobile	Mobile Banking	industry-app	mobile-phone	NAV-BOTTOM-TABS	SH-PHONE-TABS	D-TOUCH-COMFORT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=banking-mobile; NAV=NAV-BOTTOM-TABS; SHELL=SH-PHONE-TABS; DENSITY=D-TOUCH-COMFORT; IX=IX-PRIMARY-THUMB; IMPL=coarse-pointer,virtual-list,bottom-nav-fixed,inputmode; FEEL=balances cards transfers
A1001	d-rail-main-inspector	Rail + main + inspector	desktop-structure	desktop-web	NAV-SIDE-RAIL	SH-DESK-RAIL-MAIN-INSP	D-COMPACT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=d-rail-main-inspector; NAV=NAV-SIDE-RAIL; SHELL=SH-DESK-RAIL-MAIN-INSP; DENSITY=D-COMPACT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=aria-current,session-timeout,prefers-reduced-motion,prefers-contrast; FEEL=Selection details; not idle triple
A1002	m-single-feed	Single feed app	mobile-structure	mobile-phone	NAV-NONE-FOCUS	SH-PHONE-FEED	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=m-single-feed; NAV=NAV-NONE-FOCUS; SHELL=SH-PHONE-FEED; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=error-boundary-ui,hover-media,optimistic-ui,sticky-footer-cta; FEEL=Content is the app
A1003	insurance-desktop	Insurance Desktop	industry-app	desktop-web	NAV-SIDE-RAIL	SH-DESK-DATAGRID	D-COMPACT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=insurance-desktop; NAV=NAV-SIDE-RAIL; SHELL=SH-DESK-DATAGRID; DENSITY=D-COMPACT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=prefers-contrast,autocomplete,abort-controller,form-novalidate; FEEL=policies claims queue
A1004	ride-mobile	Ride Hail Mobile	industry-app	mobile-phone	NAV-BOTTOM-SHEET	SH-PHONE-SHEET	D-TOUCH-COMFORT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=ride-mobile; NAV=NAV-BOTTOM-SHEET; SHELL=SH-PHONE-SHEET; DENSITY=D-TOUCH-COMFORT; IX=IX-PRIMARY-THUMB; IMPL=live-region,min-touch,url-state,vibrate-careful; FEEL=map request trip
A1005	d-ide-lite	IDE-lite	desktop-structure	desktop-web	NAV-WIZARD	SH-DESK-DATAGRID	D-COMPACT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=d-ide-lite; NAV=NAV-WIZARD; SHELL=SH-DESK-DATAGRID; DENSITY=D-COMPACT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=will-change-sparing,abort-controller,command-palette-js,skeleton-css; FEEL=Editor primary; panels optional
A1006	podcast-mobile	Podcast Mobile	industry-app	mobile-phone	NAV-BOTTOM-TABS	SH-PHONE-TABS	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=podcast-mobile; NAV=NAV-BOTTOM-TABS; SHELL=SH-PHONE-TABS; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=matchmedia,min-touch,push-web,abort-controller; FEEL=shows episodes player
A1007	m-form-multipage	Multi-page form	mobile-content-patterns	mobile-phone	NAV-TAB+STACK	SH-PHONE-FEED	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=m-form-multipage; NAV=NAV-TAB+STACK; SHELL=SH-PHONE-FEED; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=virtual-list,viewport-meta,overscroll,bottom-nav-fixed; FEEL=Save draft between pages
A1008	hotel-mobile	Hotel Mobile	industry-app	mobile-phone	NAV-BOTTOM-TABS	SH-PHONE-TABS	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=hotel-mobile; NAV=NAV-BOTTOM-TABS; SHELL=SH-PHONE-TABS; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=app-badge,vibrate-careful,push-web,touch-action; FEEL=stay key services
A1009	inventory-mobile	Inventory Mobile	industry-app	mobile-phone	NAV-NONE-FOCUS	SH-PHONE-STACK	D-TOUCH-COMFORT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=inventory-mobile; NAV=NAV-NONE-FOCUS; SHELL=SH-PHONE-STACK; DENSITY=D-TOUCH-COMFORT; IX=IX-PRIMARY-THUMB; IMPL=content-visibility,min-touch,touch-action,dialog-element; FEEL=scan count bins
A1010	calendar-mobile	Mobile Calendar	industry-app	mobile-phone	NAV-BOTTOM-TABS	SH-PHONE-TABS	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=calendar-mobile; NAV=NAV-BOTTOM-TABS; SHELL=SH-PHONE-TABS; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=prefers-contrast,virtual-list,content-visibility,sticky-footer-cta; FEEL=agenda day create
A1011	tasks-mobile	Tasks Mobile	industry-app	mobile-phone	NAV-BOTTOM-SHEET	SH-PHONE-SHEET	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=tasks-mobile; NAV=NAV-BOTTOM-SHEET; SHELL=SH-PHONE-SHEET; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=optimistic-ui,error-boundary-ui,csrf-safe,matchmedia; FEEL=lists add complete
A1012	m-error-fullpage	Full-page error	mobile-content-patterns	mobile-phone	NAV-STACK-PUSH	SH-PHONE-STACK	D-DEFAULT	IX-EMPTY-CTA	PLATFORM=mobile-phone; PATTERN=m-error-fullpage; NAV=NAV-STACK-PUSH; SHELL=SH-PHONE-STACK; DENSITY=D-DEFAULT; IX=IX-EMPTY-CTA; IMPL=scroll-padding,aria-current,safe-area-css,form-novalidate; FEEL=Retry + support
A1013	analytics-mobile	Analytics Mobile	industry-app	mobile-phone	NAV-STACK-PUSH	SH-PHONE-STACK	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=analytics-mobile; NAV=NAV-STACK-PUSH; SHELL=SH-PHONE-STACK; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=prefers-contrast,pointer-events,min-touch,prefers-color-scheme; FEEL=kpi cards drill
A1014	crm-desktop	CRM Desktop	industry-app	desktop-web	NAV-SIDE-RAIL	SH-DESK-DATAGRID	D-COMPACT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=crm-desktop; NAV=NAV-SIDE-RAIL; SHELL=SH-DESK-DATAGRID; DENSITY=D-COMPACT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=autocomplete,debounce-search,focus-trap,aria-current; FEEL=pipeline contacts
A1015	m-keyboard-avoid	Keyboard avoidance	mobile-touch-a11y	mobile-phone	NAV-STACK-PUSH	SH-PHONE-STACK	D-DEFAULT	IX-FORM-SECTIONED	PLATFORM=mobile-phone; PATTERN=m-keyboard-avoid; NAV=NAV-STACK-PUSH; SHELL=SH-PHONE-STACK; DENSITY=D-DEFAULT; IX=IX-FORM-SECTIONED; IMPL=safe-area-css,hover-media,app-badge,virtual-list; FEEL=Focused field visible
A1016	construction-mobile	Construction Mobile	industry-app	mobile-phone	NAV-BOTTOM-TABS	SH-PHONE-TABS	D-TOUCH-COMFORT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=construction-mobile; NAV=NAV-BOTTOM-TABS; SHELL=SH-PHONE-TABS; DENSITY=D-TOUCH-COMFORT; IX=IX-PRIMARY-THUMB; IMPL=push-web,error-boundary-ui,matchmedia,type-date; FEEL=site daily photos
A1017	os-material-nav-rail	Material nav rail	os-patterns	mobile-tablet	NAV-SIDE-RAIL	SH-TABLET-RAIL	D-DEFAULT	IX-EMPTY-CTA	PLATFORM=mobile-tablet; PATTERN=os-material-nav-rail; NAV=NAV-SIDE-RAIL; SHELL=SH-TABLET-RAIL; DENSITY=D-DEFAULT; IX=IX-EMPTY-CTA; IMPL=skeleton-css,push-web,prefers-reduced-motion,overscroll; FEEL=Tablet/desktop
A1018	university-desktop	Uni Admin Desktop	industry-app	desktop-web	NAV-SIDE-RAIL	SH-DESK-DATAGRID	D-COMPACT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=university-desktop; NAV=NAV-SIDE-RAIL; SHELL=SH-DESK-DATAGRID; DENSITY=D-COMPACT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=form-novalidate,focus-visible,error-boundary-ui,prefers-contrast; FEEL=enrolment records
A1019	school-mobile	School Parent Mobile	industry-app	mobile-phone	NAV-BOTTOM-TABS	SH-PHONE-TABS	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=school-mobile; NAV=NAV-BOTTOM-TABS; SHELL=SH-PHONE-TABS; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=network-information,prefers-reduced-motion,virtual-list,history-stack; FEEL=messages attendance
A1020	os-macos-toolbar	macOS toolbar	os-patterns	desktop-web	NAV-TOOLBAR	SH-DESK-TOOL-CANVAS	D-DEFAULT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=os-macos-toolbar; NAV=NAV-TOOLBAR; SHELL=SH-DESK-TOOL-CANVAS; DENSITY=D-DEFAULT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=abort-controller,drag-drop-desktop,dialog-element,container-queries; FEEL=Unified titlebar toolbar
A1021	os-material-nav-rail	Material nav rail	os-patterns	mobile-tablet	NAV-STACK-PUSH	SH-PHONE-FEED	D-DEFAULT	IX-EMPTY-CTA	PLATFORM=mobile-tablet; PATTERN=os-material-nav-rail; NAV=NAV-STACK-PUSH; SHELL=SH-PHONE-FEED; DENSITY=D-DEFAULT; IX=IX-EMPTY-CTA; IMPL=prefers-reduced-motion,autocomplete,csrf-safe,viewport-meta; FEEL=Tablet/desktop
A1022	m-hub-and-spoke	Hub home + spokes	mobile-structure	mobile-phone	NAV-STACK-PUSH	SH-PHONE-STACK	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=m-hub-and-spoke; NAV=NAV-STACK-PUSH; SHELL=SH-PHONE-STACK; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=error-boundary-ui,min-touch,overscroll,install-pwa; FEEL=Home launches tasks
A1023	m-profile-me	Profile / Me tab	mobile-structure	mobile-phone	NAV-BOTTOM-TABS	SH-PHONE-TABS	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=m-profile-me; NAV=NAV-BOTTOM-TABS; SHELL=SH-PHONE-TABS; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=pointer-events,min-touch,content-visibility,inputmode; FEEL=Account + prefs entry
A1024	agriculture-desktop	Ag Desktop	industry-app	desktop-web	NAV-SIDE-RAIL	SH-DESK-DASH	D-DEFAULT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=agriculture-desktop; NAV=NAV-SIDE-RAIL; SHELL=SH-DESK-DASH; DENSITY=D-DEFAULT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=content-visibility,command-palette-js,drag-drop-desktop,resize-observer; FEEL=fields seasons plans
A1025	restaurant-backoffice	Restaurant Backoffice	industry-app	mobile-phone	NAV-BOTTOM-SHEET	SH-PHONE-SHEET	D-TOUCH-COMFORT	IX-KEYBOARD-SHORTCUTS	PLATFORM=mobile-phone; PATTERN=restaurant-backoffice; NAV=NAV-BOTTOM-SHEET; SHELL=SH-PHONE-SHEET; DENSITY=D-TOUCH-COMFORT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=bottom-nav-fixed,skeleton-css,aria-expanded,virtual-list; FEEL=menus labour
A1026	m-hub-and-spoke	Hub home + spokes	mobile-structure	mobile-phone	NAV-STACK-PUSH	SH-PHONE-STACK	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=m-hub-and-spoke; NAV=NAV-STACK-PUSH; SHELL=SH-PHONE-STACK; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=aria-expanded,debounce-search,flex-phone-column,url-state; FEEL=Home launches tasks
A1027	erp-desktop	ERP Desktop	industry-app	desktop-web	NAV-SIDE-RAIL	SH-DESK-DATAGRID	D-COMPACT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=erp-desktop; NAV=NAV-SIDE-RAIL; SHELL=SH-DESK-DATAGRID; DENSITY=D-COMPACT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=overscroll,will-change-sparing,drag-drop-desktop,localstorage-prefs; FEEL=modules dense tables
A1028	hotel-mobile	Hotel Mobile	industry-app	mobile-phone	NAV-BOTTOM-TABS	SH-PHONE-TABS	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=hotel-mobile; NAV=NAV-BOTTOM-TABS; SHELL=SH-PHONE-TABS; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=will-change-sparing,dialog-element,coarse-pointer,safe-area-css; FEEL=stay key services
A1029	m-hamburger-secondary	Drawer for secondary only	mobile-structure	mobile-phone	NAV-DRAWER	SH-PHONE-STACK	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=m-hamburger-secondary; NAV=NAV-DRAWER; SHELL=SH-PHONE-STACK; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=autocomplete,install-pwa,intersection-infinite,inputmode; FEEL=Not for primary 5 destinations
A1030	d-high-contrast	OS high contrast aware	desktop-density-keyboard	desktop-web	NAV-SIDE-RAIL	SH-DESK-RAIL-MAIN	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=desktop-web; PATTERN=d-high-contrast; NAV=NAV-SIDE-RAIL; SHELL=SH-DESK-RAIL-MAIN; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=intersection-infinite,content-visibility,form-novalidate,resize-observer; FEEL=Borders not colour-only
A1031	d-document-editor	Document editor	desktop-structure	desktop-web	NAV-MENUBAR	SH-DESK-DOCUMENT	D-DEFAULT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=d-document-editor; NAV=NAV-MENUBAR; SHELL=SH-DESK-DOCUMENT; DENSITY=D-DEFAULT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=dialog-element,localstorage-prefs,prefers-color-scheme,autocomplete; FEEL=Canvas/document center
A1032	os-material-nav-bar	Material bottom nav	os-patterns	mobile-phone	NAV-BOTTOM-TABS	SH-PHONE-TABS	D-TOUCH-COMFORT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=os-material-nav-bar; NAV=NAV-BOTTOM-TABS; SHELL=SH-PHONE-TABS; DENSITY=D-TOUCH-COMFORT; IX=IX-PRIMARY-THUMB; IMPL=debounce-search,flex-phone-column,matchmedia,service-worker-offline; FEEL=3–5 destinations
