combo_id	style_id	title	family	skeleton	type_era	control	material_hint	colour_strat	chrome	density_hint	brief_lock
C1135	cozy-game-ui	Cozy Stardew-like	internet-expanded	SK-SCOREBOARD	TY-ROUNDED	pill	cozy-farm	CS-DUOTONE	CH-STANDARD	app	STYLE_ID=cozy-game-ui; SKELETON=SK-SCOREBOARD; TYPE_ERA=TY-ROUNDED; CONTROL=pill; MATERIAL=cozy-farm; COLOUR_STRAT=CS-DUOTONE; CHROME=CH-STANDARD; FEEL=farm soft pixel-adjacent
C1136	cyber-pretty	Cyber Pretty	internet-expanded	SK-COCKPIT-STRIP	TY-ROUNDED	pill	pink-chrome	CS-PRIMARY-TRIO	CH-APP	app	STYLE_ID=cyber-pretty; SKELETON=SK-COCKPIT-STRIP; TYPE_ERA=TY-ROUNDED; CONTROL=pill; MATERIAL=pink-chrome; COLOUR_STRAT=CS-PRIMARY-TRIO; CHROME=CH-APP; FEEL=cute tech pink chrome
C1137	dark-ocean	Dark Ocean	internet-expanded	SK-FOLIO-SPREAD	TY-GROTESK-SOFT	sharp-0	abyss	CS-TONAL	CH-DENSE	marketing	STYLE_ID=dark-ocean; SKELETON=SK-FOLIO-SPREAD; TYPE_ERA=TY-GROTESK-SOFT; CONTROL=sharp-0; MATERIAL=abyss; COLOUR_STRAT=CS-TONAL; CHROME=CH-DENSE; FEEL=abyss pressure blue-black
C1138	desert-modern	Desert Modern	internet-expanded	SK-STAMP-SHEET	TY-HUMANIST	sharp-0	adobe	CS-PAPER-INK	CH-IMMERSIVE	marketing	STYLE_ID=desert-modern; SKELETON=SK-STAMP-SHEET; TYPE_ERA=TY-HUMANIST; CONTROL=sharp-0; MATERIAL=adobe; COLOUR_STRAT=CS-PAPER-INK; CHROME=CH-IMMERSIVE; FEEL=adobe midcentury heat
C1139	diesel-workshop	Diesel Workshop	internet-expanded	SK-DOCKED-FAB	TY-INDUSTRIAL-COND	chunk-border	oil-rag	CS-DARK-STAGE	CH-NONE	mobile	STYLE_ID=diesel-workshop; SKELETON=SK-DOCKED-FAB; TYPE_ERA=TY-INDUSTRIAL-COND; CONTROL=chunk-border; MATERIAL=oil-rag; COLOUR_STRAT=CS-DARK-STAGE; CHROME=CH-NONE; FEEL=oil tools manuals
C1140	diner-americana	Americana Diner	internet-expanded	SK-PEEK-CARDS	TY-DISPLAY-EXTREME	chunk-border	checkered	CS-PASTEL-POP	CH-MIN	mobile	STYLE_ID=diner-americana; SKELETON=SK-PEEK-CARDS; TYPE_ERA=TY-DISPLAY-EXTREME; CONTROL=chunk-border; MATERIAL=checkered; COLOUR_STRAT=CS-PASTEL-POP; CHROME=CH-MIN; FEEL=checkered cherry red
C1141	dungeon-synth	Dungeon Synth	internet-expanded	SK-RADIO-TUNER	TY-BLACKLETTER-SPARSE	sharp-0	dungeon	CS-SIGNAL	CH-STANDARD	app	STYLE_ID=dungeon-synth; SKELETON=SK-RADIO-TUNER; TYPE_ERA=TY-BLACKLETTER-SPARSE; CONTROL=sharp-0; MATERIAL=dungeon; COLOUR_STRAT=CS-SIGNAL; CHROME=CH-STANDARD; FEEL=lo-fi medieval dark
C1142	editorial-new-york	NY Editorial	internet-expanded	SK-FILMSTRIP	TY-MODERN-SERIF	ink-underline	ny-edit	CS-PHOTO-LED	CH-APP	marketing	STYLE_ID=editorial-new-york; SKELETON=SK-FILMSTRIP; TYPE_ERA=TY-MODERN-SERIF; CONTROL=ink-underline; MATERIAL=ny-edit; COLOUR_STRAT=CS-PHOTO-LED; CHROME=CH-APP; FEEL=intellectual black white
C1143	egyptian-revival	Egyptian Revival	internet-expanded	SK-ORBIT-META	TY-GEOMETRIC	sharp-0	nile-gold	CS-CMYK-PROCESS	CH-DENSE	marketing	STYLE_ID=egyptian-revival; SKELETON=SK-ORBIT-META; TYPE_ERA=TY-GEOMETRIC; CONTROL=sharp-0; MATERIAL=nile-gold; COLOUR_STRAT=CS-CMYK-PROCESS; CHROME=CH-DENSE; FEEL=deco nile geometry
C1144	electroclash	Electroclash	internet-expanded	SK-SPLIT-DEPTH	TY-DISPLAY-EXTREME	sharp-0	club-irony	CS-EARTH	CH-IMMERSIVE	marketing	STYLE_ID=electroclash; SKELETON=SK-SPLIT-DEPTH; TYPE_ERA=TY-DISPLAY-EXTREME; CONTROL=sharp-0; MATERIAL=club-irony; COLOUR_STRAT=CS-EARTH; CHROME=CH-IMMERSIVE; FEEL=2000s club irony
C1145	elfcore	Elfcore	internet-expanded	SK-CHECKOUT-TUNNEL	TY-DIDONE-LUX	ink-underline	forest-ethereal	CS-OCEAN	CH-NONE	marketing	STYLE_ID=elfcore; SKELETON=SK-CHECKOUT-TUNNEL; TYPE_ERA=TY-DIDONE-LUX; CONTROL=ink-underline; MATERIAL=forest-ethereal; COLOUR_STRAT=CS-OCEAN; CHROME=CH-NONE; FEEL=ethereal forest elegant
C1146	equestrian	Equestrian	internet-expanded	SK-CHAT-THREAD	TY-TRANSITIONAL-SERIF	chunk-border	leather-brass	CS-NEON-ON-DARK	CH-MIN	app	STYLE_ID=equestrian; SKELETON=SK-CHAT-THREAD; TYPE_ERA=TY-TRANSITIONAL-SERIF; CONTROL=chunk-border; MATERIAL=leather-brass; COLOUR_STRAT=CS-NEON-ON-DARK; CHROME=CH-MIN; FEEL=leather brass riding
C1147	estate-sale	Estate Sale	internet-expanded	SK-NOTIFICATION-STACK	TY-MIXED-HIGH-CONTRAST	ticket	thrift	CS-DESAT-CORP	CH-STANDARD	mobile	STYLE_ID=estate-sale; SKELETON=SK-NOTIFICATION-STACK; TYPE_ERA=TY-MIXED-HIGH-CONTRAST; CONTROL=ticket; MATERIAL=thrift; COLOUR_STRAT=CS-DESAT-CORP; CHROME=CH-STANDARD; FEEL=thrifted mixed decades
C1148	fantasy-rpg-ui	Fantasy RPG UI	internet-expanded	SK-DIRECTORY	TY-OLDSTYLE-SERIF	ticket	rpg-parchment	CS-HIGH-KEY	CH-APP	app	STYLE_ID=fantasy-rpg-ui; SKELETON=SK-DIRECTORY; TYPE_ERA=TY-OLDSTYLE-SERIF; CONTROL=ticket; MATERIAL=rpg-parchment; COLOUR_STRAT=CS-HIGH-KEY; CHROME=CH-APP; FEEL=parchment bars spells
C1149	fauvist	Fauvist Colour	internet-expanded	SK-ATLAS-PLATES	TY-DISPLAY-EXTREME	chunk-border	wild-colour	CS-LOW-KEY	CH-DENSE	marketing	STYLE_ID=fauvist; SKELETON=SK-ATLAS-PLATES; TYPE_ERA=TY-DISPLAY-EXTREME; CONTROL=chunk-border; MATERIAL=wild-colour; COLOUR_STRAT=CS-LOW-KEY; CHROME=CH-DENSE; FEEL=wild non-natural colour
C1150	festival-boho	Festival Boho	internet-expanded	SK-HERO-SPLIT	TY-HUMANIST	pill	dust-sunset	CS-SEPIA	CH-IMMERSIVE	marketing	STYLE_ID=festival-boho; SKELETON=SK-HERO-SPLIT; TYPE_ERA=TY-HUMANIST; CONTROL=pill; MATERIAL=dust-sunset; COLOUR_STRAT=CS-SEPIA; CHROME=CH-IMMERSIVE; FEEL=fringe dust sunset
C1151	film-noir	Film Noir	internet-expanded	SK-SINGLE-STICKY	TY-TRANSITIONAL-SERIF	sharp-0	noir-shadow	CS-INVERTED	CH-NONE	marketing	STYLE_ID=film-noir; SKELETON=SK-SINGLE-STICKY; TYPE_ERA=TY-TRANSITIONAL-SERIF; CONTROL=sharp-0; MATERIAL=noir-shadow; COLOUR_STRAT=CS-INVERTED; CHROME=CH-NONE; FEEL=venetian blinds shadow
C1152	flatwood	Flatwoods	internet-expanded	SK-EDITORIAL-LONG	TY-SYSTEM-RAW	sharp-0	fog-rural	CS-REGIONAL-FLAG	CH-MIN	marketing	STYLE_ID=flatwood; SKELETON=SK-EDITORIAL-LONG; TYPE_ERA=TY-SYSTEM-RAW; CONTROL=sharp-0; MATERIAL=fog-rural; COLOUR_STRAT=CS-REGIONAL-FLAG; CHROME=CH-MIN; FEEL=cryptid fog rural
C1153	floral-maximal	Floral Maximal	internet-expanded	SK-BENTO	TY-OLDSTYLE-SERIF	soft-rect	floral-max	CS-BRAND-LOCKUP	CH-STANDARD	marketing	STYLE_ID=floral-maximal; SKELETON=SK-BENTO; TYPE_ERA=TY-OLDSTYLE-SERIF; CONTROL=soft-rect; MATERIAL=floral-max; COLOUR_STRAT=CS-BRAND-LOCKUP; CHROME=CH-STANDARD; FEEL=wall-to-wall botanicals
C1154	forest-punk	Forest Punk	internet-expanded	SK-TABLE-FIRST	TY-MIXED-HIGH-CONTRAST	chunk-border	green-tech	CS-MONO-PLUS	CH-APP	app	STYLE_ID=forest-punk; SKELETON=SK-TABLE-FIRST; TYPE_ERA=TY-MIXED-HIGH-CONTRAST; CONTROL=chunk-border; MATERIAL=green-tech; COLOUR_STRAT=CS-MONO-PLUS; CHROME=CH-APP; FEEL=green anarchic nature tech
C1155	frozen-dairy	Ice Cream Parlour	internet-expanded	SK-TIMELINE	TY-ROUNDED	pill	ice-cream	CS-DUOTONE	CH-DENSE	app	STYLE_ID=frozen-dairy; SKELETON=SK-TIMELINE; TYPE_ERA=TY-ROUNDED; CONTROL=pill; MATERIAL=ice-cream; COLOUR_STRAT=CS-DUOTONE; CHROME=CH-DENSE; FEEL=pastel scoops chrome
C1156	garage-kit	Garage Kit	internet-expanded	SK-MAP-STAGE	TY-SYSTEM-RAW	chunk-border	model-paint	CS-PRIMARY-TRIO	CH-IMMERSIVE	app	STYLE_ID=garage-kit; SKELETON=SK-MAP-STAGE; TYPE_ERA=TY-SYSTEM-RAW; CONTROL=chunk-border; MATERIAL=model-paint; COLOUR_STRAT=CS-PRIMARY-TRIO; CHROME=CH-IMMERSIVE; FEEL=hobby model paint
C1157	garden-formal	Formal Garden	internet-expanded	SK-BOARD-KANBAN	TY-TRANSITIONAL-SERIF	ink-underline	hedge	CS-TONAL	CH-NONE	app	STYLE_ID=garden-formal; SKELETON=SK-BOARD-KANBAN; TYPE_ERA=TY-TRANSITIONAL-SERIF; CONTROL=ink-underline; MATERIAL=hedge; COLOUR_STRAT=CS-TONAL; CHROME=CH-NONE; FEEL=symmetry hedges paths
C1158	gas-station-night	Night Gas Station	internet-expanded	SK-TICKET-STUB	TY-SYSTEM-RAW	sharp-0	fluorescent	CS-PAPER-INK	CH-MIN	marketing	STYLE_ID=gas-station-night; SKELETON=SK-TICKET-STUB; TYPE_ERA=TY-SYSTEM-RAW; CONTROL=sharp-0; MATERIAL=fluorescent; COLOUR_STRAT=CS-PAPER-INK; CHROME=CH-MIN; FEEL=fluorescent loneliness
C1159	glitch-art	Glitch Art	internet-expanded	SK-LEDGER	TY-MONO-DATA	sharp-0	rgb-split	CS-DARK-STAGE	CH-STANDARD	app	STYLE_ID=glitch-art; SKELETON=SK-LEDGER; TYPE_ERA=TY-MONO-DATA; CONTROL=sharp-0; MATERIAL=rgb-split; COLOUR_STRAT=CS-DARK-STAGE; CHROME=CH-STANDARD; FEEL=corruption RGB split
C1160	gothic-revival	Gothic Revival	internet-expanded	SK-TERMINAL	TY-BLACKLETTER-SPARSE	ink-underline	gothic-stone	CS-PASTEL-POP	CH-APP	app	STYLE_ID=gothic-revival; SKELETON=SK-TERMINAL; TYPE_ERA=TY-BLACKLETTER-SPARSE; CONTROL=ink-underline; MATERIAL=gothic-stone; COLOUR_STRAT=CS-PASTEL-POP; CHROME=CH-APP; FEEL=pointed arches romantic
C1161	grand-budapest	Grand Budapest-like	internet-expanded	SK-POSTER	TY-DIDONE-LUX	soft-rect	pastel-hotel	CS-SIGNAL	CH-DENSE	marketing	STYLE_ID=grand-budapest; SKELETON=SK-POSTER; TYPE_ERA=TY-DIDONE-LUX; CONTROL=soft-rect; MATERIAL=pastel-hotel; COLOUR_STRAT=CS-SIGNAL; CHROME=CH-DENSE; FEEL=pastel symmetric hotel
C1162	greenhouse	Greenhouse	internet-expanded	SK-BOTTOM-SHEET	TY-HUMANIST	soft-rect	greenhouse	CS-PHOTO-LED	CH-IMMERSIVE	mobile	STYLE_ID=greenhouse; SKELETON=SK-BOTTOM-SHEET; TYPE_ERA=TY-HUMANIST; CONTROL=soft-rect; MATERIAL=greenhouse; COLOUR_STRAT=CS-PHOTO-LED; CHROME=CH-IMMERSIVE; FEEL=glass humidity plants
C1163	grocery-90s	90s Grocery	internet-expanded	SK-TAB-DECK	TY-SYSTEM-RAW	filled-block	promo-clip	CS-CMYK-PROCESS	CH-NONE	mobile	STYLE_ID=grocery-90s; SKELETON=SK-TAB-DECK; TYPE_ERA=TY-SYSTEM-RAW; CONTROL=filled-block; MATERIAL=promo-clip; COLOUR_STRAT=CS-CMYK-PROCESS; CHROME=CH-NONE; FEEL=loud promo clipart
C1164	grunge-90s	90s Grunge	internet-expanded	SK-WIZARD-STEPS	TY-MIXED-HIGH-CONTRAST	chunk-border	flannel	CS-EARTH	CH-MIN	app	STYLE_ID=grunge-90s; SKELETON=SK-WIZARD-STEPS; TYPE_ERA=TY-MIXED-HIGH-CONTRAST; CONTROL=chunk-border; MATERIAL=flannel; COLOUR_STRAT=CS-EARTH; CHROME=CH-MIN; FEEL=flannel dirt type
C1165	halloween-classic	Classic Halloween	internet-expanded	SK-SPLIT-INSPECTOR	TY-DISPLAY-EXTREME	chunk-border	orange-black	CS-OCEAN	CH-STANDARD	app	STYLE_ID=halloween-classic; SKELETON=SK-SPLIT-INSPECTOR; TYPE_ERA=TY-DISPLAY-EXTREME; CONTROL=chunk-border; MATERIAL=orange-black; COLOUR_STRAT=CS-OCEAN; CHROME=CH-STANDARD; FEEL=orange black cutout
C1166	harbor-fog	Harbor Fog	internet-expanded	SK-DASH-METRIC	TY-HUMANIST	chunk-border	fog-harbour	CS-NEON-ON-DARK	CH-APP	app	STYLE_ID=harbor-fog; SKELETON=SK-DASH-METRIC; TYPE_ERA=TY-HUMANIST; CONTROL=chunk-border; MATERIAL=fog-harbour; COLOUR_STRAT=CS-NEON-ON-DARK; CHROME=CH-APP; FEEL=grey wet horns
C1167	harlem-renaissance	Harlem Renaissance Inspired	internet-expanded	SK-GALLERY-INDEX	TY-DIDONE-LUX	ink-underline	jazz-gold	CS-DESAT-CORP	CH-DENSE	marketing	STYLE_ID=harlem-renaissance; SKELETON=SK-GALLERY-INDEX; TYPE_ERA=TY-DIDONE-LUX; CONTROL=ink-underline; MATERIAL=jazz-gold; COLOUR_STRAT=CS-DESAT-CORP; CHROME=CH-DENSE; FEEL=jazz art deco black culture
C1168	haunted-mansion	Haunted Mansion	internet-expanded	SK-ZINE-COLLAGE	TY-OLDSTYLE-SERIF	ink-underline	haunted-victorian	CS-HIGH-KEY	CH-IMMERSIVE	marketing	STYLE_ID=haunted-mansion; SKELETON=SK-ZINE-COLLAGE; TYPE_ERA=TY-OLDSTYLE-SERIF; CONTROL=ink-underline; MATERIAL=haunted-victorian; COLOUR_STRAT=CS-HIGH-KEY; CHROME=CH-IMMERSIVE; FEEL=victorian gloom fun
C1169	hedgewitch	Hedge Witch	internet-expanded	SK-BRUTAL-BLOCKS	TY-OLDSTYLE-SERIF	ink-underline	herb	CS-LOW-KEY	CH-NONE	any	STYLE_ID=hedgewitch; SKELETON=SK-BRUTAL-BLOCKS; TYPE_ERA=TY-OLDSTYLE-SERIF; CONTROL=ink-underline; MATERIAL=herb; COLOUR_STRAT=CS-LOW-KEY; CHROME=CH-NONE; FEEL=herbal practical mystic
C1170	hikecore	Hikecore	internet-expanded	SK-RAIL-DOCK	TY-HUMANIST	chunk-border	trail-map	CS-SEPIA	CH-MIN	app	STYLE_ID=hikecore; SKELETON=SK-RAIL-DOCK; TYPE_ERA=TY-HUMANIST; CONTROL=chunk-border; MATERIAL=trail-map; COLOUR_STRAT=CS-SEPIA; CHROME=CH-MIN; FEEL=trail maps layers packs
C1171	holiday-resort	Holiday Resort	internet-expanded	SK-CENTER-STAGE	TY-HUMANIST	pill	resort-blue	CS-INVERTED	CH-STANDARD	marketing	STYLE_ID=holiday-resort; SKELETON=SK-CENTER-STAGE; TYPE_ERA=TY-HUMANIST; CONTROL=pill; MATERIAL=resort-blue; COLOUR_STRAT=CS-INVERTED; CHROME=CH-STANDARD; FEEL=brochure pool blue
C1172	horror-pulp	Pulp Horror	internet-expanded	SK-NEWS-RIVER	TY-DISPLAY-EXTREME	chunk-border	pulp	CS-REGIONAL-FLAG	CH-APP	app	STYLE_ID=horror-pulp; SKELETON=SK-NEWS-RIVER; TYPE_ERA=TY-DISPLAY-EXTREME; CONTROL=chunk-border; MATERIAL=pulp; COLOUR_STRAT=CS-REGIONAL-FLAG; CHROME=CH-APP; FEEL=lurid covers type
C1173	hospital-retro	Retro Hospital	internet-expanded	SK-CALENDAR-SPINE	TY-HUMANIST	soft-rect	mint-tile	CS-BRAND-LOCKUP	CH-DENSE	app	STYLE_ID=hospital-retro; SKELETON=SK-CALENDAR-SPINE; TYPE_ERA=TY-HUMANIST; CONTROL=soft-rect; MATERIAL=mint-tile; COLOUR_STRAT=CS-BRAND-LOCKUP; CHROME=CH-DENSE; FEEL=mint tile midcentury med
C1174	hot-rod	Hot Rod	internet-expanded	SK-MASONRY	TY-DISPLAY-EXTREME	sharp-0	flame-chrome	CS-MONO-PLUS	CH-IMMERSIVE	marketing	STYLE_ID=hot-rod; SKELETON=SK-MASONRY; TYPE_ERA=TY-DISPLAY-EXTREME; CONTROL=sharp-0; MATERIAL=flame-chrome; COLOUR_STRAT=CS-MONO-PLUS; CHROME=CH-IMMERSIVE; FEEL=flames chrome racing
C1175	iceberg	Iceberg	internet-expanded	SK-SPLIT-DIAGONAL	TY-GROTESK-SOFT	sharp-0	iceberg	CS-DUOTONE	CH-NONE	marketing	STYLE_ID=iceberg; SKELETON=SK-SPLIT-DIAGONAL; TYPE_ERA=TY-GROTESK-SOFT; CONTROL=sharp-0; MATERIAL=iceberg; COLOUR_STRAT=CS-DUOTONE; CHROME=CH-NONE; FEEL=cold minimal tip deep
C1176	indie-folk-web	Indie Folk Web	internet-expanded	SK-FRAME-IN-FRAME	TY-OLDSTYLE-SERIF	soft-rect	handdrawn	CS-PRIMARY-TRIO	CH-MIN	marketing	STYLE_ID=indie-folk-web; SKELETON=SK-FRAME-IN-FRAME; TYPE_ERA=TY-OLDSTYLE-SERIF; CONTROL=soft-rect; MATERIAL=handdrawn; COLOUR_STRAT=CS-PRIMARY-TRIO; CHROME=CH-MIN; FEEL=handdrawn soft acoustic
C1177	industrial-ballet	Industrial Ballet	internet-expanded	SK-SIDE-SCROLL	TY-MIXED-HIGH-CONTRAST	sharp-0	machine-grace	CS-TONAL	CH-STANDARD	marketing	STYLE_ID=industrial-ballet; SKELETON=SK-SIDE-SCROLL; TYPE_ERA=TY-MIXED-HIGH-CONTRAST; CONTROL=sharp-0; MATERIAL=machine-grace; COLOUR_STRAT=CS-TONAL; CHROME=CH-STANDARD; FEEL=grace in machinery
C1178	ink-bleed	Ink Bleed	internet-expanded	SK-FIXED-TOC	TY-OLDSTYLE-SERIF	ink-underline	wet-ink	CS-PAPER-INK	CH-APP	marketing	STYLE_ID=ink-bleed; SKELETON=SK-FIXED-TOC; TYPE_ERA=TY-OLDSTYLE-SERIF; CONTROL=ink-underline; MATERIAL=wet-ink; COLOUR_STRAT=CS-PAPER-INK; CHROME=CH-APP; FEEL=wet paper spread
C1179	jazz-club	Jazz Club	internet-expanded	SK-COMMAND-CENTER	TY-DIDONE-LUX	ink-underline	brass-smoke	CS-DARK-STAGE	CH-DENSE	app	STYLE_ID=jazz-club; SKELETON=SK-COMMAND-CENTER; TYPE_ERA=TY-DIDONE-LUX; CONTROL=ink-underline; MATERIAL=brass-smoke; COLOUR_STRAT=CS-DARK-STAGE; CHROME=CH-DENSE; FEEL=low light brass smoke
C1180	journal-bullet	Bullet Journal	internet-expanded	SK-INBOX-ZERO	TY-HUMANIST	soft-rect	dot-grid	CS-PASTEL-POP	CH-IMMERSIVE	app	STYLE_ID=journal-bullet; SKELETON=SK-INBOX-ZERO; TYPE_ERA=TY-HUMANIST; CONTROL=soft-rect; MATERIAL=dot-grid; COLOUR_STRAT=CS-PASTEL-POP; CHROME=CH-IMMERSIVE; FEEL=dotted grids habit
C1181	jungle-modern	Jungle Modern	internet-expanded	SK-STUDIO-CANVAS	TY-HUMANIST	soft-rect	jungle-modern	CS-SIGNAL	CH-NONE	app	STYLE_ID=jungle-modern; SKELETON=SK-STUDIO-CANVAS; TYPE_ERA=TY-HUMANIST; CONTROL=soft-rect; MATERIAL=jungle-modern; COLOUR_STRAT=CS-SIGNAL; CHROME=CH-NONE; FEEL=lush leaf modern furniture
C1182	kayak-outdoor	Paddle Outdoor	internet-expanded	SK-COMPARISON	TY-HUMANIST	chunk-border	river	CS-PHOTO-LED	CH-MIN	marketing	STYLE_ID=kayak-outdoor; SKELETON=SK-COMPARISON; TYPE_ERA=TY-HUMANIST; CONTROL=chunk-border; MATERIAL=river; COLOUR_STRAT=CS-PHOTO-LED; CHROME=CH-MIN; FEEL=river bright functional
C1183	kitchen-70s	1970s Kitchen	internet-expanded	SK-PRICING-LADDER	TY-GEOMETRIC	soft-rect	avocado-gold	CS-CMYK-PROCESS	CH-STANDARD	marketing	STYLE_ID=kitchen-70s; SKELETON=SK-PRICING-LADDER; TYPE_ERA=TY-GEOMETRIC; CONTROL=soft-rect; MATERIAL=avocado-gold; COLOUR_STRAT=CS-CMYK-PROCESS; CHROME=CH-STANDARD; FEEL=avocado harvest gold
C1184	lab-core	Labcore	internet-expanded	SK-MANIFEST-LIST	TY-MONO-DATA	sharp-0	beaker	CS-EARTH	CH-APP	app	STYLE_ID=lab-core; SKELETON=SK-MANIFEST-LIST; TYPE_ERA=TY-MONO-DATA; CONTROL=sharp-0; MATERIAL=beaker; COLOUR_STRAT=CS-EARTH; CHROME=CH-APP; FEEL=beakers clean curiosity
C1185	library-public	Public Library	internet-expanded	SK-SCOREBOARD	TY-HUMANIST	ink-underline	library-public	CS-OCEAN	CH-DENSE	app	STYLE_ID=library-public; SKELETON=SK-SCOREBOARD; TYPE_ERA=TY-HUMANIST; CONTROL=ink-underline; MATERIAL=library-public; COLOUR_STRAT=CS-OCEAN; CHROME=CH-DENSE; FEEL= Dewey calm helpful
C1186	lighthouse	Lighthouse	internet-expanded	SK-COCKPIT-STRIP	TY-HUMANIST	chunk-border	lighthouse	CS-NEON-ON-DARK	CH-IMMERSIVE	app	STYLE_ID=lighthouse; SKELETON=SK-COCKPIT-STRIP; TYPE_ERA=TY-HUMANIST; CONTROL=chunk-border; MATERIAL=lighthouse; COLOUR_STRAT=CS-NEON-ON-DARK; CHROME=CH-IMMERSIVE; FEEL=beam night sea
C1187	linen-spa	Linen Spa	internet-expanded	SK-FOLIO-SPREAD	TY-HUMANIST	pill	linen-spa	CS-DESAT-CORP	CH-NONE	marketing	STYLE_ID=linen-spa; SKELETON=SK-FOLIO-SPREAD; TYPE_ERA=TY-HUMANIST; CONTROL=pill; MATERIAL=linen-spa; COLOUR_STRAT=CS-DESAT-CORP; CHROME=CH-NONE; FEEL=beige calm wellness
C1188	lipstick-print	Lipstick Pop	internet-expanded	SK-STAMP-SHEET	TY-DIDONE-LUX	pill	lipstick	CS-HIGH-KEY	CH-MIN	marketing	STYLE_ID=lipstick-print; SKELETON=SK-STAMP-SHEET; TYPE_ERA=TY-DIDONE-LUX; CONTROL=pill; MATERIAL=lipstick; COLOUR_STRAT=CS-HIGH-KEY; CHROME=CH-MIN; FEEL=beauty print bold
C1189	loft-artist	Artist Loft	internet-expanded	SK-DOCKED-FAB	TY-MIXED-HIGH-CONTRAST	sharp-0	paint-loft	CS-LOW-KEY	CH-STANDARD	mobile	STYLE_ID=loft-artist; SKELETON=SK-DOCKED-FAB; TYPE_ERA=TY-MIXED-HIGH-CONTRAST; CONTROL=sharp-0; MATERIAL=paint-loft; COLOUR_STRAT=CS-LOW-KEY; CHROME=CH-STANDARD; FEEL=paint splatter white space
C1190	lumberjack	Lumberjack	internet-expanded	SK-PEEK-CARDS	TY-SLAB	chunk-border	plaid	CS-SEPIA	CH-APP	mobile	STYLE_ID=lumberjack; SKELETON=SK-PEEK-CARDS; TYPE_ERA=TY-SLAB; CONTROL=chunk-border; MATERIAL=plaid; COLOUR_STRAT=CS-SEPIA; CHROME=CH-APP; FEEL=plaid timber axe
C1191	lunar	Lunar	internet-expanded	SK-RADIO-TUNER	TY-GROTESK-SOFT	sharp-0	moon-dust	CS-INVERTED	CH-DENSE	app	STYLE_ID=lunar; SKELETON=SK-RADIO-TUNER; TYPE_ERA=TY-GROTESK-SOFT; CONTROL=sharp-0; MATERIAL=moon-dust; COLOUR_STRAT=CS-INVERTED; CHROME=CH-DENSE; FEEL=moon dust silver quiet
C1192	magic-marker	Magic Marker	internet-expanded	SK-FILMSTRIP	TY-DISPLAY-EXTREME	chunk-border	marker	CS-REGIONAL-FLAG	CH-IMMERSIVE	marketing	STYLE_ID=magic-marker; SKELETON=SK-FILMSTRIP; TYPE_ERA=TY-DISPLAY-EXTREME; CONTROL=chunk-border; MATERIAL=marker; COLOUR_STRAT=CS-REGIONAL-FLAG; CHROME=CH-IMMERSIVE; FEEL=hand thick marker
C1193	marine-biology	Marine Biology	internet-expanded	SK-ORBIT-META	TY-SERIF-TEXT	sharp-0	specimen-blue	CS-BRAND-LOCKUP	CH-NONE	marketing	STYLE_ID=marine-biology; SKELETON=SK-ORBIT-META; TYPE_ERA=TY-SERIF-TEXT; CONTROL=sharp-0; MATERIAL=specimen-blue; COLOUR_STRAT=CS-BRAND-LOCKUP; CHROME=CH-NONE; FEEL=specimen blue scientific
C1194	marketplace-bazaar	Bazaar	internet-expanded	SK-SPLIT-DEPTH	TY-MIXED-HIGH-CONTRAST	chunk-border	bazaar	CS-MONO-PLUS	CH-MIN	marketing	STYLE_ID=marketplace-bazaar; SKELETON=SK-SPLIT-DEPTH; TYPE_ERA=TY-MIXED-HIGH-CONTRAST; CONTROL=chunk-border; MATERIAL=bazaar; COLOUR_STRAT=CS-MONO-PLUS; CHROME=CH-MIN; FEEL=dense stalls colour
C1195	meadow	Meadow	internet-expanded	SK-CHECKOUT-TUNNEL	TY-OLDSTYLE-SERIF	soft-rect	wildflower	CS-DUOTONE	CH-STANDARD	marketing	STYLE_ID=meadow; SKELETON=SK-CHECKOUT-TUNNEL; TYPE_ERA=TY-OLDSTYLE-SERIF; CONTROL=soft-rect; MATERIAL=wildflower; COLOUR_STRAT=CS-DUOTONE; CHROME=CH-STANDARD; FEEL=wildflower soft horizontal
C1196	medical-flat	Medical Flat Iconic	internet-expanded	SK-CHAT-THREAD	TY-HUMANIST	soft-rect	medical-flat	CS-PRIMARY-TRIO	CH-APP	app	STYLE_ID=medical-flat; SKELETON=SK-CHAT-THREAD; TYPE_ERA=TY-HUMANIST; CONTROL=soft-rect; MATERIAL=medical-flat; COLOUR_STRAT=CS-PRIMARY-TRIO; CHROME=CH-APP; FEEL=clean clinical flat
C1197	memphis-lite	Memphis Lite	internet-expanded	SK-NOTIFICATION-STACK	TY-GEOMETRIC	pill	memphis-soft	CS-TONAL	CH-DENSE	mobile	STYLE_ID=memphis-lite; SKELETON=SK-NOTIFICATION-STACK; TYPE_ERA=TY-GEOMETRIC; CONTROL=pill; MATERIAL=memphis-soft; COLOUR_STRAT=CS-TONAL; CHROME=CH-DENSE; FEEL=softer memphis shapes
C1198	military-surplus	Military Surplus	internet-expanded	SK-DIRECTORY	TY-STENCIL	chunk-border	olive-drab	CS-PAPER-INK	CH-IMMERSIVE	app	STYLE_ID=military-surplus; SKELETON=SK-DIRECTORY; TYPE_ERA=TY-STENCIL; CONTROL=chunk-border; MATERIAL=olive-drab; COLOUR_STRAT=CS-PAPER-INK; CHROME=CH-IMMERSIVE; FEEL=olive stencil util
